objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
NGC0497,1.3732687,-0.8752224,SBbc,68.95,1.314,22.673,15.796,13.848,13.018,9.748,8134.1,-22.359
NGC0701,1.8511042,-9.7023565,SBc,62.46,1.351,22.242,13.885,12.807,12.157,9.184,1846.3,-19.344
PGC1231484,1.9730836,2.5834499,S?,40.07,0.47,21.245,18.265,17.329,17.4,12.684,19490.6,-20.409
NGC0838,2.1607046,-10.1463508,S0-a,49.83,1.126,19.979,14.43,13.533,12.913,9.781,3849.7,-20.297
UGC03933,7.6269755,41.9470423,Sbc,60.92,1.085,23.333,15.52,14.201,13.491,10.775,5898.2,-21.218
UGC03949,7.6625781,48.7420008,Sc,24.36,1.019,22.615,15.993,14.547,13.827,11.544,6379.9,-20.757
PGC022026,7.8644092,49.8143173,S?,38.41,0.82,21.003,16.696,15.249,15.16,11.404,7311.6,-20.376
2MASXJ07521397+2920232,7.8705285,29.3397048,E?,36.38,0.4,19.706,18.642,17.812,17.07,13.926,18397.6,-19.847
SDSSJ075234.32+292049.7,7.8762091,29.3471038,S?,53.58,0.796,22.129,19.096,18.839,17.73,14.638,18008.1,-18.873
2MASXJ07523512+2926562,7.8764211,29.4490048,E,90,0.466,22.177,19.252,18.19,17.09,13.609,18361.9,-19.482
PGC2272950,7.8789445,45.9493165,E,41.89,0.778,21.269,17.3,15.826,16.2,11.464,15497.7,-21.577
2MASXJ07524537+2926061,7.8792683,29.4349817,E,82.77,0.419,21.563,19.586,18.445,17.35,13.879,17522.8,-19.131
PGC1865647,7.8793183,29.4171843,Sbc,65.72,0.499,20.872,19.273,17.838,16.72,13.516,18358.7,-20.213
2MASXJ07524863+2915072,7.8801686,29.2518395,S?,47.66,0.424,22.15,19.565,18.515,17.51,14.293,18342.1,-19.253
SDSSJ075300.89+292343.3,7.8835832,29.3954402,E?,90,0.332,22.442,20.349,19.024,17.98,15.042,18884.6,-18.748
2MASXJ07530330+2914412,7.8842549,29.2448969,Sbc,42.41,0.603,22.507,18.829,17.593,16.66,13.348,19120.2,-20.223
SDSSJ075316.16+292952.0,7.8878218,29.4978547,E?,24.09,0.282,22.477,19.621,18.962,17.93,15.288,17478.4,-18.576
PGC1865114,7.8879447,29.401359,E,90,0.707,24.578,17.505,16.354,15.29,12.274,18064,-21.298
SDSSJ075316.68+291623.3,7.8879734,29.2732112,E?,90,0.399,22.589,20.503,18.826,17.77,14.902,18297.5,-18.854
2MASXJ07532875+2920581,7.8913107,29.3493982,E,41.75,0.338,20.96,19.984,18.551,17.44,13.66,18156.5,-19.118
PGC1862699,7.8917935,29.3232997,E,51.7,0.428,21.859,18.832,17.675,16.56,13.077,17439.8,-19.895
2MASXJ07533994+2934141,7.8944155,29.5708873,Sc,80.88,0.762,24.633,19.707,18.59,17.5,13.356,17693,-19.775
SDSSJ075342.72+291343.4,7.895201,29.2287683,E?,49.8,0.306,22.548,19.951,19.078,18.04,15.132,18428.6,-18.622
SDSSJ075345.49+292045.4,7.8959678,29.3460241,S?,46.8,0.303,21.597,20.499,19.168,18.06,14.91,18601.2,-18.644
PGC1868682,7.896691,29.5121744,Sc,41.45,0.403,22.169,18.484,17.631,16.73,13.306,18666.8,-20.091
PGC1858726,7.8980071,29.1970076,S0-a,71.47,0.642,22.31,18.02,17.049,16,12.768,18933.4,-20.816
SDSSJ075356.04+290456.6,7.8988943,29.0823039,E?,61.52,0.376,22.987,19.745,18.912,17.85,14.95,19077.7,-18.904
SDSSJ075359.30+291737.6,7.899804,29.2938419,S?,21.85,0.254,21.995,20.059,18.963,18.01,15.209,17221.8,-18.466
SDSSJ075405.88+291656.6,7.9016318,29.2823842,E,51.62,0.707,22.095,18.27,17.078,15.97,13.561,16798.6,-20.399
2MASXJ07540713+2925071,7.9019797,29.4184886,S?,15.89,0.434,22.867,19.403,18.353,17.28,13.904,17715.8,-19.199
SDSSJ075421.02+292910.0,7.9058398,29.4862148,S?,31.35,0.317,21.231,20.122,18.901,17.87,14.897,18465.6,-18.705
2MASXJ07544116+2912303,7.9114271,29.2084163,E?,49.28,0.334,21.877,19.666,18.794,17.77,14.18,17126.2,-18.732
NGC2484,7.9744696,37.7866546,S0,64.43,1.229,22.382,16.043,14.181,13.131,9.907,12238.9,-22.492
PGC1376353,8.0074699,10.2191489,S?,42.59,0.733,21.637,17.225,16.05,16.4,12.3,14433.8,-20.947
NGC2536,8.1877562,25.1793657,Sc,53.34,0.866,20.853,15.776,14.726,14.141,11.756,4110.3,-19.726
PGC023374,8.3330125,21.066185,Sc,71.4,0.769,22.712,16.922,15.984,15.714,13.461,4226.2,-19.268
NGC2570,8.3562663,20.9104811,Sab,62.82,0.845,21.521,16.299,15.222,14.667,11.803,6572.6,-20.267
UGC04386,8.4004509,21.0272203,Sb,90,1.272,23.519,15.699,14.2,13.23,9.653,4632.8,-20.98
IC2348,8.4056222,20.533248,Sab,66.05,0.822,22.025,16.353,15.758,14.978,11.974,5973.8,-19.644
SDSSJ082712.29+301337.0,8.4534114,30.2269852,E,31.76,0.382,21.978,19.278,18.324,17.27,14.624,15466.4,-18.9
PGC1899562,8.4655835,30.3321324,E,90,0.486,21.317,18.514,17.351,16.31,12.971,14129.2,-19.654
2MASXJ08280239+3021282,8.4673239,30.3579075,E,90,0.435,21.347,19.277,18.227,17.15,13.902,14397.6,-18.831
PGC1893887,8.4673377,30.1917496,E,77.35,0.411,20.95,18.889,17.613,16.52,13.006,14548.7,-19.457
SDSSJ082807.83+304156.8,8.4688493,30.6991475,E?,90,0.441,22.399,19.282,18.516,17.65,14.588,13908.3,-18.472
PGC1900354,8.4710366,30.3524254,E,33.59,0.316,21.387,19.352,18.126,17.04,13.675,14413.8,-18.937
2MASXJ08281650+3037182,8.4712615,30.6217565,S?,78.18,0.655,22.233,18.719,17.526,16.43,12.801,14951.5,-19.86
PGC1900534,8.4730033,30.3564086,S?,57.54,0.662,21.609,17.985,16.783,15.76,12.64,13695.3,-20.282
2MASXJ08282365+3022513,8.4732316,30.3809247,E,70.46,0.686,21.857,18.185,16.999,15.96,12.836,14269.4,-20.044
PGC139089,8.4734039,30.4652083,Sb,60.9,0.75,22.494,17.683,16.465,15.4,11.935,14151.9,-20.84
PGC139090,8.4735652,30.3006407,Sb,65.91,0.597,22.184,19.397,18.04,17.04,13.706,16984.4,-19.808
PGC139102,8.4738945,30.4136859,E,90,0.612,20.842,19.344,17.899,16.82,13.247,16560.2,-19.506
IC2376,8.4739303,30.407748,E,90,0.95,21.126,17.357,15.655,14.58,11.373,13317.7,-21.221
2MASXJ08282666+3028073,8.4740666,30.4685886,E,40.22,0.416,20.715,19.509,18.034,16.94,13.574,13950.6,-18.95
PGC3098223,8.4742415,30.4142182,E,56.64,0.585,21.808,18.423,17.182,16.04,12.455,16074.5,-20.151
PGC139092,8.4745762,30.2955866,Sb,36.69,0.371,23.434,19.144,18.171,17.19,14.034,15105.5,-19.035
PGC139094,8.4752707,30.4121115,E?,40.41,0.207,20.343,20.546,18.999,17.95,14.888,15765.1,-18.282
PGC139098,8.4759405,30.66568,S?,66.59,0.483,23.002,19.31,18.158,17.14,13.634,15686.3,-19.315
PGC139100,8.4762504,30.4056305,E,51.04,0.378,21.066,19.6,18.161,17.1,13.686,14418.2,-18.905
PGC139101,8.4762571,30.2664214,E-S0,40.99,0.555,21.759,17.848,16.27,15.22,11.951,16505.8,-21.132
PGC1896678,8.4784454,30.2600222,S?,67.32,0.454,22.793,18.661,17.237,16.42,13.522,15449.2,-20.126
IC2380,8.4788599,30.4045608,S0,29.36,0.903,21.579,17.11,15.271,14.15,11.077,15774.1,-22.019
PGC139106,8.4807358,30.5965178,E,90,0.58,21.386,17.712,16.748,15.84,12.488,14987,-20.423
PGC1892422,8.4810284,30.1554708,E,37.25,0.526,21.073,18.216,16.966,15.99,12.674,15455.9,-20.253
PGC1906327,8.4813061,30.5024925,S?,38.51,0.366,21.569,19.377,17.958,16.94,13.655,15436.5,-19.339
PGC139107,8.4813318,30.5514622,S0-a,65.55,0.515,21.979,18.617,17.449,16.39,13.106,15312.1,-19.782
PGC1906347,8.482207,30.5030226,S?,42.38,0.562,22.447,17.927,16.924,15.93,12.663,13659.6,-20.085
2MASXJ08285743+3023514,8.4826252,30.3975229,E,90,0.386,20.606,19.379,18.167,17.12,13.956,16329.3,-19.209
PGC1904601,8.4830219,30.4580049,Sb,57.97,0.595,22.053,17.988,16.991,16.13,12.981,15167.9,-20.444
PGC1899390,8.4834184,30.3276912,E,48.33,0.499,21.349,18.104,16.949,15.96,12.552,13874.7,-20.02
PGC1903587,8.4836009,30.432598,Sbc,57.98,0.408,22.017,18.96,17.839,17.1,14.447,15923.6,-19.747
PGC1909453,8.4840339,30.5818399,Sb,37.79,0.357,21.498,18.483,17.658,16.96,13.989,16369.2,-19.736
PGC1907986,8.4856063,30.5441043,E,53.68,0.44,22.13,18.904,17.781,16.81,13.579,14172,-19.252
PGC139109,8.4861337,30.3849093,Sa,47.71,0.619,22.777,17.853,15.885,15.03,12.358,16029.3,-21.536
SDSSJ082911.73+301137.1,8.4865917,30.1936665,S?,44.94,0.332,21.02,19.364,18.435,17.68,14.949,14204.1,-18.688
PGC1900214,8.4870567,30.348759,E,71.23,0.376,21.521,19.508,18.226,17.23,13.661,15997.3,-19.085
PGC1893698,8.487386,30.1871715,S?,57.4,0.568,23.536,18.392,17.254,16.27,13.024,15612.7,-20.107
2MASXJ08292031+3028242,8.488974,30.4733137,S0-a,73.59,0.515,21.973,19.538,18.252,17.18,13.52,14974.7,-18.911
PGC1901338,8.4890165,30.3772019,E,60.8,0.419,22.517,18.878,17.727,16.74,13.219,14279.1,-19.309
PGC139110,8.4897727,30.3951343,E,49.54,0.47,21.481,18.678,17.324,16.2,12.933,19655.2,-20.51
PGC1906696,8.4904415,30.5119925,S?,37.31,0.397,20.943,18.664,17.777,16.92,13.634,13759.9,-19.216
PGC139111,8.4909325,30.2758029,SBbc,39.29,0.648,23.808,17.201,16.304,15.62,12.632,19632.9,-21.516
2MASXJ08292965+3039002,8.4915765,30.6502029,S?,35.83,0.437,22.634,19.561,18.373,17.46,14.245,14111.1,-18.666
PGC1910639,8.4940113,30.6113242,E,90,0.518,20.907,19.018,17.17,16.23,12.968,14701.7,-19.951
IC2383,8.4948256,30.6879401,E-S0,53.03,0.787,21.826,17.012,15.504,14.45,11.111,14275.1,-21.55
PGC023839,8.4956516,22.424445,Sbc,23.73,0.724,21.178,16.157,15.108,15,11.755,7500.8,-20.375
PGC3095820,8.7042431,40.4258571,E?,61.19,0.47,19.616,18.243,16.971,15.88,11.656,16587,-20.393
PGC3095822,8.7495305,30.9440134,S?,28.58,0.24,21.265,20.139,18.613,18.56,13.541,19324.3,-19.106
IC2421,8.9059984,32.6808548,Sc,49.02,1.148,22.099,16.03,13.922,13.312,11.97,4378.6,-20.592
NGC2794,9.2671673,17.5898696,SABb,41.97,1.088,21.925,15.504,13.989,13.149,10.106,8820.2,-21.946
NGC2809,9.2852575,20.0696175,S0,34.01,1.093,21.244,15.618,13.976,13.016,9.971,8349.9,-21.747
UGC04972,9.3643073,33.4018471,S0,47.98,1.18,21.663,15.831,14.209,13.219,10.16,7066.6,-21.065
NGC2857,9.4104736,49.3571103,Sc,37.98,1.276,22.512,14.843,12.952,12.322,10.657,4876.9,-21.659
PGC027014,9.5185477,49.0797104,SBab,54.19,0.802,21.591,16.375,15.372,15.8,11.437,10172.5,-20.93
NGC2911,9.5628036,10.1525024,S0,63.71,1.539,21.725,15.113,12.715,13.175,8.712,3227.3,-20.824
NGC2965,9.7219859,36.2477982,S0,53.66,1.114,22.519,15.671,14.422,14.7,10.214,6696.3,-20.708
PGC142864,10.0171853,31.2047371,E,23.99,0.53,21.684,17.157,16.369,16.6,12.312,13115.5,-20.36
PGC2012580,10.0332405,32.7940646,E,23.99,0.4,21.576,19.278,18.095,17.08,13.654,15252.5,-18.985
PGC2011480,10.0342654,32.7663975,E,90,0.61,21.508,18.489,17.289,16.31,13.261,14861.9,-19.73
PGC2005057,10.035159,32.6182852,E,90,0.56,20.802,18.816,17.614,16.54,13.181,15153.4,-19.444
PGC2008745,10.0414545,32.6999917,Sd,41.94,0.42,22.034,18.949,17.885,17.22,14.14,15436.5,-19.203
PGC2005903,10.045644,32.6366169,E,59.78,0.43,21.845,19.848,18.404,17.37,14.654,14831.2,-18.593
PGC2016034,10.046762,32.8851912,E,42.34,0.67,22.171,17.779,16.625,15.66,12.497,15168,-20.436
PGC2006038,10.0492297,32.6389024,E,56.37,0.73,21.651,17.297,16.274,15.18,11.898,14347.8,-20.646
PGC2008615,10.0518609,32.6971509,S?,48.17,0.58,22.888,18.512,17.187,16.24,13.157,14903.6,-19.94
PGC2016566,10.0523811,32.899034,Sc,46.03,0.52,23.113,19.218,17.98,17.08,13.339,15114.9,-19.197
PGC2003691,10.0530876,32.5865349,E?,90,0.46,23.58,19.486,18.355,17.47,14.632,15676.9,-18.782
UGC05408,10.0644088,59.4361829,E-S0,14.08,0.76,19.693,15.371,14.748,14.344,11.311,2971.9,-18.684
PGC029347,10.1050421,28.9449561,S0,24.21,0.817,20.914,15.249,14.537,14.107,11.766,1361.6,-17.227
UGC05493,10.1882956,0.4423737,Sc,41.21,1.158,22.778,15.078,14.074,13.334,11.099,3607.6,-19.87
PGC1127720,10.2112033,-1.0616118,S0-a,68.22,0.496,23.74,19.233,18.198,17.19,13.734,13345.8,-18.646
PGC1128650,10.2230744,-1.0263254,E,90,0.487,23.091,19.033,17.903,16.94,13.171,13014.9,-18.861
PGC1132074,10.2232273,-0.8927732,E,54.33,0.468,21.781,18.91,17.653,16.61,13.376,13615.7,-19.227
PGC1134869,10.2238133,-0.7816733,S?,40.62,0.429,22.383,19.224,18.149,17.08,13.547,12676,-18.618
PGC1130713,10.2252839,-0.9468786,E,52.2,0.396,20.328,19.488,18.05,16.96,13.546,13488.5,-18.809
PGC1131310,10.228198,-0.9222734,S0-a,43.6,0.461,22.36,19.614,18.133,17.07,13.683,14578.6,-18.926
PGC1130954,10.22856,-0.9368933,SBb,48.17,0.562,23.574,18.876,17.841,16.83,13.926,13876.8,-19.202
PGC1132994,10.2307421,-0.8555395,E?,25.5,0.307,20.639,19.845,18.631,17.56,13.996,13145.7,-18.169
PGC1132099,10.2339856,-0.8917069,S?,45.07,0.455,20.933,19.11,17.573,16.53,13.251,13452.1,-19.345
PGC1132676,10.2359985,-0.8683929,S?,57.01,0.456,22.47,18.966,17.88,16.85,13.253,13780.9,-19.239
PGC1132122,10.2387535,-0.8907938,E?,49.54,0.335,21.653,19.746,18.52,17.54,14.786,12690.5,-18.188
PGC1132925,10.2388809,-0.8585055,E,71.64,0.434,23.24,19.537,18.22,17.25,14.26,14861.2,-18.869
PGC029868,10.2404663,-0.8718459,S0,53.81,0.933,22.765,17.151,15.512,14.45,11.295,14426.7,-21.506
PGC1134237,10.2415579,-0.8072351,E,90,0.497,21.312,19.086,17.678,16.67,13.37,12450.6,-18.988
PGC029880,10.2428548,-0.8370189,S0,42.92,0.523,21.088,18.362,17.026,15.96,12.695,13402.5,-19.819
PGC1133090,10.2435516,-0.851881,S?,47.5,0.384,21.793,19.349,18.304,17.43,14.629,12476.6,-18.527
PGC1136280,10.2443718,-0.7248548,E,90,0.436,22.424,19.367,18.242,17.22,13.776,13484,-18.614
NGC3177,10.2761493,21.1230192,Sb,41.65,1.158,20.411,14.304,13.007,12.367,9.257,1286.7,-18.789
PGC030058,10.2938754,6.9711382,SBab,24.76,0.722,21.614,17.019,15.795,15.27,11.597,13590.2,-21.009
PGC2099347,10.3053478,37.3783932,E?,32.8,0.458,18.312,18.316,17.106,16.4,13.788,14798,-19.881
PGC2815913,10.3254792,58.9550413,E,80.6,0.551,20.783,18.061,16.741,15.74,12.919,12601.2,-19.863
2MASXJ10204534+3831504,10.3459364,38.5305552,E?,34.8,0.341,22.199,19.793,18.542,17.49,14.53,16159.7,-18.693
PGC2129468,10.3472096,38.5239801,S?,62.65,0.581,22.513,19.003,17.902,16.86,13.627,15553.6,-19.356
PGC2130667,10.3502352,38.5699351,S?,63.26,0.546,22.762,18.985,17.829,16.78,13.521,15512.1,-19.462
PGC2131627,10.3594605,38.6062864,S?,31.25,0.455,22.143,18.9,17.873,16.81,13.676,17158.5,-19.544
PGC2125042,10.3599403,38.3678839,E?,31.93,0.358,21.848,18.614,17.758,17.07,14.205,17740.8,-19.693
PGC2127257,10.3625864,38.4453321,S0-a,57.48,0.458,21.644,18.939,17.789,16.77,13.2,16814.5,-19.529
SDSSJ102147.10+383520.6,10.3630852,38.5890399,S?,70.45,0.582,22.125,18.795,17.748,16.85,14,15345.2,-19.741
PGC030324,10.3642913,38.7439618,E?,57.89,0.593,20.839,18.457,17.047,15.99,12.602,17175,-20.327
PGC2136242,10.3661809,38.7759225,SBb,32.54,0.645,23.763,17.915,16.945,16.03,12.955,16898.9,-20.373
PGC2124885,10.3667975,38.3618195,E,90,0.647,22.412,17.921,16.817,15.83,12.457,16271.7,-20.405
PGC2128446,10.3668573,38.4872904,Sb,68.47,0.748,20.451,16.939,16.095,15.62,12.666,17211.7,-21.659
PGC2130865,10.3681733,38.5782666,S?,69.19,0.625,23.229,18.531,17.578,16.58,13.498,15885.9,-19.954
SDSSJ102209.14+383047.6,10.3692109,38.5132477,E,90,0.54,20.998,19.266,17.454,16.36,13.953,16216.6,-19.784
PGC030348,10.3694418,38.5231888,E-S0,83.58,1.041,23.163,17.58,15.478,14.45,13.627,16884.4,-21.858
SDSSJ102211.09+383149.5,10.3697461,38.5304587,E?,90,0.418,19.587,19.457,17.997,16.89,13.741,16875.5,-19.339
PGC2128656,10.3706798,38.4944972,E,90,0.457,23.013,19.246,18.235,17.15,14.428,16702.2,-19.071
PGC2128784,10.3724812,38.4993935,Sbc,27.54,0.527,22.71,18.339,17.371,16.47,13.577,16718,-19.878
2MASXJ10222121+3827015,10.3725666,38.4506169,S?,67.75,0.647,22.193,18.727,17.58,16.57,13.416,16166.2,-19.926
PGC2124280,10.3737016,38.3386694,Sbc,48.55,0.64,22.574,17.679,16.744,16.09,13.372,16506.7,-20.635
2MASXJ10222575+3834564,10.3738036,38.5825239,E?,90,0.535,22.303,19.551,17.925,16.85,13.838,15586.7,-19.222
PGC2129903,10.3750326,38.5411983,S?,43.15,0.365,22.7,19.424,18.569,17.56,14.284,16742.3,-18.808
PGC2129276,10.375692,38.5161556,Sab,44.06,0.416,21.406,18.799,17.83,16.97,13.69,17282.4,-19.652
PGC2125753,10.3761976,38.3938298,Sc,45.18,0.465,22.004,18.378,17.343,16.8,14.276,18380.3,-20.252
PGC2131019,10.382607,38.5841703,Sbc,38.07,0.424,22.319,18.75,17.575,16.65,13.451,15289.9,-19.544
PGC2132546,10.3843091,38.6383015,SBb,56.54,0.502,22.412,18.416,17.504,16.77,13.643,17070.1,-20.073
PGC2130728,10.3868844,38.5723793,S?,68.74,0.612,23.227,18.633,17.591,16.62,13.399,15822.9,-19.76
PGC2132894,10.3872123,38.6507741,Sc,76.3,0.671,23.732,19.474,18.228,17.28,13.656,15644.5,-19.591
SDSSJ102317.26+382420.9,10.3881262,38.4058616,E?,90,0.423,21.551,19.819,18.495,17.55,14.817,16586.2,-18.777
2MASXJ10232073+3841264,10.3890982,38.6907191,S0-a,79.46,0.54,21.399,18.762,17.67,16.72,13.595,16849.1,-19.649
PGC031410,10.6015569,-0.5188311,E,43.63,0.66,22.044,17.845,16.511,15.71,12.668,10754.7,-19.942
UGC05776,10.6337854,64.2663581,E-S0,13.94,0.723,20.376,15.77,14.942,14.292,11.411,1680.4,-17.39
IC0632,10.6532771,-0.4094339,SBa,59.14,0.991,22.603,16.297,14.822,14.18,11.241,5625,-20.294
PGC031778,10.6762512,0.8173907,Sb,56.17,0.749,22.037,17.469,16.137,15.27,11.843,19734.1,-21.918
PGC031796,10.6809032,-0.9219944,Sb,75.28,0.751,21.773,17.647,16.258,15.66,12.191,11946.5,-20.889
PGC031955,10.7206972,-1.0873684,Sab,62.13,0.587,22.04,17.905,16.884,16.1,12.814,11471.6,-19.91
PGC032085,10.7509976,0.4344169,I,59.44,0.808,22.892,16.814,15.577,14.98,12.309,7884.7,-20.312
PGC032142,10.7676333,-1.0942625,Sab,58.31,0.719,22.292,17.456,16.463,15.9,13.139,11075.1,-20.159
UGC05893,10.7945795,38.9315488,E,35.32,1.072,21.104,16.035,14.161,13.141,10.164,10630,-22.087
PGC032267,10.8008945,0.5669331,Sa,73.97,0.538,20.048,18.034,16.826,15.79,12.658,13812.2,-20.394
UGC05922,10.8170905,-0.6404187,Scd,51.51,1.023,22.668,15.479,14.716,14.15,11.715,1844,-17.948
PGC032398,10.8252552,22.9645129,E,56.67,0.724,21.552,16.878,15.915,15.185,11.721,9819.2,-20.158
PGC032430,10.8314952,-0.3929887,Sb,67.11,0.63,22.308,17.951,16.964,16.24,13.238,11414.1,-19.908
PGC2090454,10.8340926,36.9753433,S?,67.09,0.69,21.762,17.85,16.466,16.3,12.646,10661.2,-20.115
PGC032458,10.8363438,35.0336975,SBb,40.69,0.69,21.414,16.39,15.594,15.57,12.154,12356.6,-21.057
NGC3491,11.0098301,12.1615777,E-S0,16.37,0.966,21.081,15.664,14.259,13.229,9.987,6351.3,-20.751
PGC139495,11.0240179,9.788857,S0,33.61,0.741,19.426,16.869,15.698,15.47,11.665,8147,-19.947
UGC06107,11.0399845,38.5050319,S0-a,27.02,1.016,21.709,16.199,15.089,14.219,10.76,8541.1,-20.671
PGC2301953,11.3136812,47.6517109,E?,48.57,0.572,20.926,17.743,16.915,17.08,13.637,10183.4,-19.207
PGC2056650,11.3523418,34.9223836,Sb,17.83,0.52,20.66,16.997,16.177,13.19,12.891,12327.2,-20.35
UGC06393,11.3815361,34.340923,SBa,45.46,0.985,21.82,16.124,14.775,15,10.789,10645.6,-21.585
PGC035203,11.4446325,-1.6937606,E,39.07,0.639,20.601,16.479,15.567,15.752,11.993,13911.9,-21.358
PGC2519603,11.5103326,55.933725,E,48.66,0.547,21.177,18.388,17.075,16.01,12.767,15027.7,-19.975
PGC3096052,11.5168561,46.4144793,E?,34.95,0.414,21.342,18.71,17.778,17.75,14.725,7345.5,-17.655
NGC3710,11.5185966,22.7680117,E,90,1.086,21.067,15.615,14.079,13.089,10.056,6451,-21.001
2MASXJ11310980+5550245,11.519401,55.840221,E,60.47,0.622,21.812,18.473,17.45,16.47,13.218,15399.2,-19.655
PGC035520,11.5216942,56.136854,S?,18.14,0.624,20.264,17.651,16.442,15.51,12.694,15261.4,-20.674
SDSSJ113119.07+554944.9,11.5219627,55.8291882,S?,51.94,0.317,20.763,19.722,18.617,17.61,14.585,16704.7,-18.863
PGC2526475,11.5266858,56.1269135,Sbc,36.67,0.553,22.244,17.633,16.88,16.21,13.184,18992.1,-20.747
2MASXJ11314330+5614293,11.5287195,56.2415183,E?,47.6,0.574,22.37,18.255,17.508,16.86,13.971,14476.1,-19.467
2MASXJ11314744+5549434,11.5298604,55.8288926,S?,65.88,0.444,22.589,19.741,18.899,17.85,13.784,17152,-18.899
2MASXJ11314970+5600564,11.5304639,56.0158265,E,15.33,0.421,21.441,19.331,18.083,17.05,14.074,15092.8,-18.995
2MASXJ11315880+5556415,11.5330094,55.9450149,S?,40.85,0.494,22.726,19.464,18.18,17.12,13.86,15419.2,-19.016
SDSSJ113202.63+560120.0,11.5340727,56.0223079,E?,54.67,0.282,21.134,20.137,18.905,17.85,14.862,18094.8,-18.619
SDSSJ113203.23+555603.4,11.5342314,55.9342937,Sbc,50.5,0.554,22.102,19.281,17.779,16.68,14.366,16909,-19.731
SDSSJ113204.55+555555.6,11.5345981,55.9321419,S?,37.31,0.11,21.329,20.099,18.6,17.51,14.846,17715.3,-18.869
SDSSJ113210.55+560209.4,11.5362602,56.0358853,E?,44.68,0.321,20.096,19.798,18.402,17.36,14.438,17729.3,-19.07
PGC2523687,11.5366386,56.0477837,E-S0,36.02,0.783,20.906,17.846,16.212,15.07,12.014,17553.5,-21.234
PGC2521770,11.536817,55.9945523,E,90,0.527,22.558,19.001,17.781,16.7,13.543,17674,-19.689
PGC2518609,11.5375927,55.9051126,E?,40.8,0.402,22.949,19.386,18.313,17.24,13.686,16593.2,-18.994
PGC2520943,11.5396511,55.9718244,S0-a,57.11,0.763,22.513,19.145,18.104,17.04,14.169,15005.6,-19.055
PGC2527378,11.5403021,56.1537167,S?,70.55,0.531,23.033,19.06,18.533,17.27,14.087,17115.1,-19.2
2MASXJ11322623+5606205,11.5406268,56.1057026,E,76.7,0.629,20.914,19.026,17.428,16.61,13.629,15162.5,-19.655
2MASXJ11322846+5559485,11.5412387,55.9967508,E,90,0.642,22.389,18.481,17.378,16.28,12.919,16582.5,-19.928
2MASXJ11323035+5613065,11.5417675,56.2185415,S?,59.86,0.537,22.24,19.289,18.24,17.25,13.815,15059.9,-19.047
PGC139604,11.5428117,55.9950071,E?,56.26,0.336,20.721,19.769,18.597,17.53,14.125,15623.3,-18.556
2MASXJ11323648+5614055,11.5434754,56.2349504,E,56.38,0.455,20.69,19.07,17.808,16.73,13.64,17342.9,-19.602
2MASXJ11324783+5559026,11.5466197,55.9840307,E,90,0.526,21.613,19.06,17.802,16.73,13.333,16251.9,-19.442
PGC2521925,11.5472958,55.9991742,S?,90,0.796,23.576,18.529,17.316,16.4,13.169,16678.1,-20.253
PGC2518622,11.5485987,55.9055221,E?,58.75,0.397,22.103,19.506,18.308,17.31,14.659,14370.5,-18.634
PGC2524123,11.5491656,56.0604953,Sc,59.42,0.536,22.688,18.345,17.632,17.01,14.32,17410.9,-20.073
PGC2517364,11.5500363,55.8713247,S0-a,90,0.715,23.535,18.815,17.62,16.72,13.703,16029.2,-19.692
PGC2515656,11.5507009,55.8260789,E?,48.99,0.371,22.799,19.906,18.542,17.57,14.457,15537.3,-18.582
2MASXJ11331472+5553525,11.5540973,55.8979498,E?,90,0.577,23.391,19.537,18.44,17.42,13.98,15502.1,-18.688
PGC2528357,11.5553523,56.1824252,E,90,0.64,21.079,18.26,17.003,15.92,12.652,15102.5,-20.054
PGC035678,11.5565202,55.0723946,Sc,43.65,0.59,21.137,16.636,15.839,15.379,13.367,2354.6,-17.322
PGC2526100,11.5570182,56.1165734,Sbc,54.83,0.454,22.998,19.204,18.058,17.06,13.836,17331.9,-19.557
2MASXJ11332643+5548025,11.5573512,55.80086,E,48.94,0.311,21.732,18.971,17.254,16.2,12.958,15995.3,-19.943
PGC2522267,11.5600784,56.0086232,S?,90,0.641,24.242,19.11,18.307,17.33,13.521,18225.8,-19.76
2MASXJ11333919+5556357,11.5608771,55.9433529,E,90,0.547,21.705,19.171,17.881,16.84,13.699,15866.6,-19.303
UGC06546,11.5621857,17.3962162,Sbc,90,1.066,23.537,16.874,15.683,14.923,12.177,5753.8,-20.134
PGC036162,11.6624641,22.6851721,Sb,29.98,0.91,21.619,16.208,14.974,14.304,11.493,6929.7,-20.333
PGC036181,11.6656397,16.9550143,S0-a,63.4,0.775,20.676,15.546,14.831,14.62,12.309,3189.5,-18.709
NGC3817,11.69804,10.3043714,S0-a,43.58,1.042,21.944,15.851,14.274,13.304,10.208,6078.4,-20.83
NGC3825,11.7065877,10.2642323,Sa,52.94,1.131,20.693,15.292,13.917,12.977,9.896,6465.3,-21.484
NGC3827,11.7100762,18.8454021,Sd,49.14,1.004,21.026,14.636,13.775,13.305,10.821,3137.6,-19.94
PGC036371,11.7125508,20.0322882,Sb,67.73,0.973,23.317,15.878,14.918,14.118,11.119,6323.7,-20.435
NGC3840,11.7330506,20.0769699,Sa,32.79,0.898,21.765,15.551,14.637,13.937,10.987,7362.6,-20.803
